token_	Corpus	Observations	p_value	Obs/Exp
gave	Sense and Sensibility	71	0.0216081944621	1.47916666667
regiment	Pride and Prejudice	19	0.00129916301026	4.75
bath	Northanger Abbey	83	4.24103106671e-09	3.45833333333
bath	Persuasion	101	2.47090101281e-12	4.04
uncle	Pride and Prejudice	59	0.00304805399989	1.84375
uncle	Mansfield Park	97	1.74788529593e-06	2.30952380952
when	Pride and Prejudice	374	0.0148524178782	1.1835443038
younger	Pride and Prejudice	30	0.00216041139072	2.72727272727
to-day	Emma	25	0.0235092139673	2.08333333333
coach	Pride and Prejudice	10	0.0461382814661	3.33333333333
particular	Sense and Sensibility	46	0.0236794261693	1.64285714286
brother	Northanger Abbey	101	7.35593174146e-07	2.3488372093
pork	Emma	11	0.0286838581818	3.66666666667
name	Persuasion	41	0.043187049914	1.57692307692
place	Persuasion	84	0.0110495828017	1.5
and	Persuasion	2780	0.00385718166257	1.07460378817
and	Mansfield Park	5426	2.71179715682e-06	1.09197021534
uncles	Mansfield Park	27	0.00692371118281	2.45454545455
expectation	Sense and Sensibility	26	0.0403326154427	1.85714285714
obliging	Emma	34	0.00275587639613	2.42857142857
its	Northanger Abbey	101	0.024463722172	1.36486486486
arrival	Sense and Sensibility	35	0.0201005947745	1.84210526316
come	Emma	171	0.0225664552032	1.26666666667
myself	Sense and Sensibility	103	0.00923390344091	1.45070422535
longing	Mansfield Park	14	0.0317801743392	2.8
without	Mansfield Park	270	0.049148930743	1.16379310345
violent	Sense and Sensibility	15	0.0391704503087	2.5
goddards	Emma	34	3.43500309019e-05	4.25
on	Sense and Sensibility	696	0.00567650239215	1.15231788079
on	Pride and Prejudice	715	0.003233217105	1.16260162602
dixons	Emma	10	0.0192853520771	5.0
oh	Emma	193	0.000132587315207	1.51968503937
or	Mansfield Park	583	0.00522947867911	1.17068273092
there	Emma	551	0.0413322519427	1.11538461538
there	Mansfield Park	585	0.00248024088791	1.18902439024
taylor	Emma	41	7.35799004355e-06	4.1
perry	Emma	74	2.18152294313e-10	4.625
all	Persuasion	527	0.00554374389731	1.17897091723
apartment	Northanger Abbey	16	0.00221137729689	5.33333333333
westons	Emma	59	5.0524123395e-08	4.21428571429
woman	Emma	123	0.0202208227899	1.33695652174
ten	Northanger Abbey	37	0.00721830822788	2.05555555556
design	Pride and Prejudice	22	0.00406319288142	3.14285714286
what	Pride and Prejudice	478	0.0222242962561	1.14628297362
behaviour	Sense and Sensibility	64	0.000182424702357	2.20689655172
behaviour	Pride and Prejudice	55	0.00301467568306	1.89655172414
enscombe	Emma	36	1.2709049738e-05	4.5
rather	Emma	146	0.00467382427689	1.40384615385
avenue	Mansfield Park	9	0.0327125766376	4.5
inquiries	Pride and Prejudice	23	0.010026798562	2.55555555556
abbey	Northanger Abbey	36	4.46959338442e-06	5.14285714286
strange	Northanger Abbey	22	0.0147166746832	2.44444444444
surprize	Emma	37	7.67716150823e-06	4.625
expect	Northanger Abbey	27	0.0441932303125	1.8
undertake	Mansfield Park	11	0.0286838490836	3.66666666667
consequence	Persuasion	33	0.0244197618445	1.83333333333
feel	Mansfield Park	128	0.00485282574035	1.43820224719
donwell	Emma	49	3.77225207238e-07	4.45454545455
passed	Northanger Abbey	51	0.0409851983694	1.5
kind	Sense and Sensibility	95	0.00400617433937	1.55737704918
added	Pride and Prejudice	71	0.00293944437898	1.73170731707
nothing	Mansfield Park	302	0.0379188963898	1.16602316602
his	Pride and Prejudice	1270	2.15512220831e-08	1.25867195243
him	Pride and Prejudice	764	2.80164951146e-05	1.24429967427
are	Emma	455	0.0195763014437	1.15482233503
are	Northanger Abbey	227	0.0386934922398	1.19473684211
arm	Northanger Abbey	19	0.00731275878742	3.16666666667
harbour	Mansfield Park	11	0.0286838490836	3.66666666667
civility	Pride and Prejudice	42	0.000430293911837	2.625
daughters	Pride and Prejudice	57	0.00109552617679	2.03571428571
endeavour	Pride and Prejudice	21	0.0353688767997	2.1
fairfaxs	Emma	31	5.80325184155e-05	4.42857142857
anne	Persuasion	445	4.83020672603e-78	8.24074074074
johns	Sense and Sensibility	16	0.00221178269693	5.33333333333
nash	Emma	13	0.0106338183954	4.33333333333
degree	Emma	56	0.0306742051356	1.51351351351
from	Sense and Sensibility	541	0.00742113870186	1.16846652268
clever	Emma	27	0.0442043919322	1.8
inclined	Mansfield Park	22	0.0400639072895	2.0
heir	Persuasion	12	0.0064679258292	6.0
indulgence	Mansfield Park	24	0.0326151503544	2.0
something	Mansfield Park	148	0.0325157096625	1.26495726496
larkins	Emma	12	0.017576048203	4.0
sir	Persuasion	149	0.000190892817679	1.60215053763
sir	Mansfield Park	373	3.13927814727e-17	2.09550561798
fortunate	Emma	27	0.0118471620503	2.25
knightley	Emma	356	2.07665007629e-43	4.50632911392
martins	Emma	26	0.000267364011983	4.33333333333
dearest	Northanger Abbey	20	0.049352289201	2.0
looks	Mansfield Park	43	0.0479434123742	1.53571428571
superior	Emma	59	0.000132984082032	2.36
choose	Pride and Prejudice	19	0.00731418078244	3.16666666667
woodhouse	Emma	277	6.59124852024e-34	4.46774193548
harriets	Emma	91	2.60586338929e-12	4.55
conversation	Pride and Prejudice	61	0.0175814189413	1.5641025641
their	Sense and Sensibility	496	1.81367040987e-06	1.37777777778
their	Pride and Prejudice	443	0.00413021674236	1.20708446866
their	Persuasion	293	0.0390936655671	1.16733067729
sea	Persuasion	18	0.00530841140919	3.6
afraid	Emma	65	0.0274338587788	1.47727272727
which	Sense and Sensibility	593	0.010187369412	1.15145631068
which	Persuasion	414	0.0235877546626	1.15642458101
married	Sense and Sensibility	54	0.0278664476025	1.54285714286
married	Pride and Prejudice	61	0.00718516465783	1.69444444444
cole	Emma	49	3.77225207238e-07	4.45454545455
closed	Northanger Abbey	16	0.02623111343	2.66666666667
walk	Northanger Abbey	49	0.0110003203923	1.75
will	Emma	559	0.0163598231202	1.14314928425
cried	Pride and Prejudice	91	0.0403049085028	1.33823529412
console	Pride and Prejudice	9	0.0327118691626	4.5
james	Northanger Abbey	52	2.58684572689e-09	6.5
because	Sense and Sensibility	66	0.04493926539	1.40425531915
fords	Emma	10	0.0192853520771	5.0
knightleys	Emma	40	4.62495416357e-06	4.44444444444
own	Sense and Sensibility	272	0.0409636356055	1.1724137931
clifton	Northanger Abbey	11	0.00317289047823	11.0
weather	Emma	40	0.0214681117999	1.73913043478
volume	Northanger Abbey	10	0.0461358056962	3.33333333333
eleanors	Northanger Abbey	13	0.000915132338836	13.0
tilney	Northanger Abbey	196	4.03070532344e-37	9.33333333333
allen	Northanger Abbey	116	7.49536708057e-23	9.66666666667
clay	Persuasion	57	3.79092677331e-11	8.14285714286
annes	Persuasion	50	5.06203644624e-10	8.33333333333
curate	Persuasion	7	0.0351529664198	7.0
castle	Northanger Abbey	10	0.00585798586358	10.0
relationship	Pride and Prejudice	12	0.0384015871793	3.0
morland	Northanger Abbey	125	1.81169208469e-24	9.61538461538
connection	Sense and Sensibility	22	0.0147195063194	2.44444444444
connection	Pride and Prejudice	20	0.0307065202892	2.22222222222
surprised	Pride and Prejudice	35	0.0201008045016	1.84210526316
procured	Sense and Sensibility	12	0.0384014957725	3.0
louisas	Persuasion	12	0.00170841273162	12.0
edward	Sense and Sensibility	220	3.3877455391e-33	5.94594594595
chapel	Mansfield Park	14	0.0154395952629	3.5
udolpho	Northanger Abbey	18	0.00020106715034	9.0
pump-room	Northanger Abbey	23	9.7022674065e-06	11.5
baronet	Persuasion	10	0.0192837232458	5.0
east	Mansfield Park	22	0.00185885899889	3.66666666667
hills	Sense and Sensibility	12	0.0175753385879	4.0
frederick	Persuasion	22	0.000266510538604	5.5
supported	Sense and Sensibility	15	0.0391704503087	2.5
wont	Sense and Sensibility	15	0.00960308974357	3.75
tomorrow	Northanger Abbey	15	0.00376726054439	5.0
tomorrow	Sense and Sensibility	15	0.0206905602192	3.0
prettiest	Northanger Abbey	8	0.0195285221411	8.0
assembly	Pride and Prejudice	9	0.0327118691626	4.5
milsom	Northanger Abbey	11	0.0112277599035	5.5
charlotte	Pride and Prejudice	68	1.58896192135e-09	4.53333333333
everybody	Mansfield Park	66	0.000591587769666	2.0
heroine	Northanger Abbey	17	0.000364052678015	8.5
morlands	Northanger Abbey	29	1.27530280834e-06	9.66666666667
torment	Northanger Abbey	8	0.0195285221411	8.0
gallery	Northanger Abbey	16	0.000655735512658	8.0
allens	Northanger Abbey	33	5.40763104574e-07	8.25
maria	Mansfield Park	108	3.29688917563e-12	3.72413793103
generals	Northanger Abbey	24	2.45829159276e-05	8.0
northampton	Mansfield Park	12	0.0175760411212	4.0
anyone	Pride and Prejudice	24	0.000272860370129	4.8
haste	Northanger Abbey	12	0.0175738154404	4.0
theatre	Mansfield Park	32	0.000469985620865	3.2
acquaintances	Pride and Prejudice	11	0.0112287501327	5.5
tilneys	Northanger Abbey	45	2.09427206488e-09	9.0
walls	Northanger Abbey	13	0.0106321438785	4.33333333333
eleanor	Northanger Abbey	68	5.76695850587e-14	9.71428571429
fullerton	Northanger Abbey	28	2.32003708918e-06	9.33333333333
folding	Northanger Abbey	8	0.0195285221411	8.0
thorpe	Northanger Abbey	126	9.97697640841e-25	9.69230769231
contempt	Pride and Prejudice	12	0.0384015871793	3.0
woodston	Northanger Abbey	21	3.29841300113e-05	10.5
buildings	Persuasion	15	0.00960207876491	3.75
charles	Persuasion	152	5.062495043e-26	7.2380952381
curtain	Mansfield Park	9	0.0327125766376	4.5
novels	Northanger Abbey	10	0.00585798586358	10.0
smart	Sense and Sensibility	15	0.00376784734007	5.0
northanger	Northanger Abbey	34	3.01071737706e-07	8.5
julias	Mansfield Park	16	0.00590769480793	4.0
everything	Mansfield Park	146	1.99321068278e-08	2.21212121212
catherines	Northanger Abbey	59	5.04174559902e-11	7.375
today	Northanger Abbey	9	0.0327101551967	4.5
pulteney	Northanger Abbey	14	0.00208954254293	7.0
connections	Pride and Prejudice	18	0.00530923519292	3.6
valley	Sense and Sensibility	11	0.0286829474867	3.66666666667
cabinet	Northanger Abbey	10	0.00585798586358	10.0
thorpes	Northanger Abbey	34	3.01071737706e-07	8.5
anybody	Northanger Abbey	24	0.0326071215104	2.0
marias	Mansfield Park	12	0.0175760411212	4.0
ladyship	Pride and Prejudice	30	0.000235763546049	3.75
parsonage	Mansfield Park	48	7.59393747385e-05	2.82352941176
monstrous	Sense and Sensibility	11	0.0112287172991	5.5
beaux	Sense and Sensibility	9	0.0327118123188	4.5
barton	Sense and Sensibility	89	2.78259152154e-14	5.93333333333
allenham	Sense and Sensibility	18	0.000744485611617	6.0
mariannes	Sense and Sensibility	74	2.32630017656e-12	6.16666666667
thomass	Mansfield Park	41	2.80263128017e-06	4.55555555556
devonshire	Sense and Sensibility	26	2.97089415001e-05	6.5
charlottes	Pride and Prejudice	17	0.00359749595897	4.25
edwards	Sense and Sensibility	43	1.04655086435e-07	6.14285714286
ferrarss	Sense and Sensibility	16	0.00221178269693	5.33333333333
ay	Sense and Sensibility	10	0.0461381993768	3.33333333333
willoughby	Sense and Sensibility	181	8.02010943473e-28	6.03333333333
middleton	Sense and Sensibility	87	2.37299948456e-14	6.21428571429
fannys	Mansfield Park	109	5.20904795441e-14	4.36
marianne	Sense and Sensibility	492	3.17553993786e-73	6.07407407407
knoll	Mansfield Park	9	0.0327125766376	4.5
jenningss	Sense and Sensibility	36	1.41183782956e-06	6.0
board	Persuasion	12	0.0064679258292	6.0
plymouth	Persuasion	7	0.0351529664198	7.0
elinors	Sense and Sensibility	62	1.33704782371e-10	6.2
willoughbys	Sense and Sensibility	38	4.70531543896e-07	6.33333333333
a-year	Sense and Sensibility	17	0.0012879118085	5.66666666667
ferrars	Sense and Sensibility	114	5.17779153533e-18	6.0
colonels	Sense and Sensibility	11	0.0112287172991	5.5
dashwood	Sense and Sensibility	231	3.06693594368e-35	6.07894736842
terrible	Mansfield Park	10	0.0461393034	3.33333333333
norland	Sense and Sensibility	53	5.23269635762e-09	5.88888888889
steele	Sense and Sensibility	38	4.70531543896e-07	6.33333333333
ladyships	Pride and Prejudice	12	0.0175753908246	4.0
cleveland	Sense and Sensibility	27	1.69584278719e-05	6.75
middletons	Sense and Sensibility	33	2.12458225999e-06	6.6
lucy	Sense and Sensibility	160	1.64608161112e-24	5.92592592593
navy	Persuasion	13	0.0036913764725	6.5
debts	Pride and Prejudice	10	0.0461382814661	3.33333333333
magna	Sense and Sensibility	11	0.0112287172991	5.5
mary	Persuasion	121	3.65675185334e-16	4.65384615385
enquiries	Persuasion	9	0.0327104900989	4.5
jennings	Sense and Sensibility	199	1.98682772137e-30	6.0303030303
norfolk	Mansfield Park	17	0.00359777994522	4.25
thomas	Mansfield Park	288	5.8990444087e-35	4.43076923077
delaford	Sense and Sensibility	30	1.11665474296e-05	6.0
dashwoods	Sense and Sensibility	57	5.88589097636e-10	6.33333333333
morton	Sense and Sensibility	14	0.00208986470028	7.0
exeter	Sense and Sensibility	15	0.00376784734007	5.0
harley	Sense and Sensibility	16	0.00221178269693	5.33333333333
brandon	Sense and Sensibility	119	1.19353336485e-18	5.95
brandons	Sense and Sensibility	25	5.18116801132e-05	6.25
elinor	Sense and Sensibility	623	4.60783723958e-92	6.04854368932
sum	Sense and Sensibility	10	0.0461381993768	3.33333333333
berkeley	Sense and Sensibility	17	0.0012879118085	5.66666666667
palmers	Sense and Sensibility	22	0.000266586463225	5.5
lucys	Sense and Sensibility	26	2.97089415001e-05	6.5
eliza	Pride and Prejudice	22	0.000756425576261	4.4
steeles	Sense and Sensibility	29	1.92565032966e-05	5.8
palmer	Sense and Sensibility	65	9.00541907038e-11	5.90909090909
fanny	Mansfield Park	816	4.49057019022e-93	4.2722513089
combe	Sense and Sensibility	16	0.00221178269693	5.33333333333
margaret	Sense and Sensibility	33	7.13899277955e-06	5.5
ill-used	Persuasion	7	0.0351529664198	7.0
derbyshire	Pride and Prejudice	24	8.99242401276e-05	6.0
louisa	Persuasion	100	9.41812319677e-19	8.33333333333
lucas	Pride and Prejudice	65	9.00643695142e-11	5.90909090909
phillips	Pride and Prejudice	27	5.64825904946e-05	5.4
wickhams	Pride and Prejudice	32	3.7083557808e-06	6.4
bourgh	Pride and Prejudice	35	2.43269172995e-06	5.83333333333
denny	Pride and Prejudice	12	0.0064684962065	6.0
rosings	Pride and Prejudice	49	1.35382338272e-08	6.125
lucases	Pride and Prejudice	14	0.00208987574961	7.0
reynolds	Pride and Prejudice	10	0.0192847958274	5.0
bingleys	Pride and Prejudice	54	3.04165617623e-09	6.0
gardiners	Pride and Prejudice	19	0.000427508326723	6.33333333333
bennets	Pride and Prejudice	39	9.13886956384e-07	5.57142857143
gardiner	Pride and Prejudice	84	1.21657420232e-13	6.0
lambton	Pride and Prejudice	10	0.0192847958274	5.0
darcys	Pride and Prejudice	44	6.04094337488e-08	6.28571428571
lizzy	Pride and Prejudice	94	6.36944023761e-15	5.875
brighton	Pride and Prejudice	24	0.000272860370129	4.8
elizabeths	Pride and Prejudice	38	4.61547426454e-06	4.75
officers	Pride and Prejudice	31	2.06029937005e-05	5.16666666667
forster	Pride and Prejudice	38	4.70550036628e-07	6.33333333333
cottagers	Mansfield Park	9	0.0327125766376	4.5
collins	Pride and Prejudice	156	4.14142788989e-24	6.0
vows	Mansfield Park	13	0.0106338130915	4.33333333333
hunsford	Pride and Prejudice	25	5.18125464432e-05	6.25
collinss	Pride and Prejudice	24	8.99242401276e-05	6.0
judgement	Pride and Prejudice	11	0.0286830145316	3.66666666667
wickham	Pride and Prejudice	162	5.59041674997e-25	6.0
lydia	Pride and Prejudice	132	1.2558359241e-20	6.0
fitzwilliam	Pride and Prejudice	32	3.7083557808e-06	6.4
georgiana	Pride and Prejudice	12	0.0064684962065	6.0
bingley	Pride and Prejudice	257	1.23116996464e-38	5.97674418605
hertfordshire	Pride and Prejudice	41	3.1129516822e-07	5.85714285714
bennet	Pride and Prejudice	294	1.55316941262e-43	5.88
pemberley	Pride and Prejudice	53	5.23308788971e-09	5.88888888889
elopement	Pride and Prejudice	9	0.0327118691626	4.5
longbourn	Pride and Prejudice	88	4.77529146844e-14	5.86666666667
lydias	Pride and Prejudice	38	4.70550036628e-07	6.33333333333
kent	Pride and Prejudice	14	0.00208987574961	7.0
marys	Persuasion	18	0.00020107844233	9.0
hurst	Pride and Prejudice	32	3.7083557808e-06	6.4
shire	Pride and Prejudice	12	0.0064684962065	6.0
netherfield	Pride and Prejudice	73	4.01489483581e-12	6.08333333333
wilderness	Mansfield Park	9	0.0327125766376	4.5
darcy	Pride and Prejudice	374	2.85566084916e-55	5.93650793651
meryton	Pride and Prejudice	57	2.01203201863e-09	5.7
tenant	Persuasion	13	0.0036913764725	6.5
harville	Persuasion	63	1.12701992189e-12	9.0
admiral	Persuasion	61	2.30445815281e-10	6.1
elliots	Persuasion	41	2.19458987624e-08	8.2
kellynch	Persuasion	73	1.47010052529e-14	9.125
henrietta	Persuasion	66	8.94900114203e-13	8.25
cobb	Persuasion	14	0.00208960764538	7.0
carteret	Persuasion	11	0.00317295744772	11.0
dalrymple	Persuasion	26	7.60653804456e-06	8.66666666667
camden	Persuasion	29	1.27549583546e-06	9.66666666667
crofts	Persuasion	37	5.11283904893e-08	9.25
benwick	Persuasion	66	8.94900114203e-13	8.25
musgroves	Persuasion	60	6.58519366662e-12	8.57142857143
portsmouth	Mansfield Park	45	2.6843652204e-06	4.09090909091
charless	Persuasion	11	0.00317295744772	11.0
wentworth	Persuasion	191	3.81831935066e-35	8.68181818182
walter	Persuasion	123	2.95268869759e-23	8.78571428571
harvilles	Persuasion	30	6.99101358522e-07	10.0
walters	Persuasion	18	0.00020107844233	9.0
musgrove	Persuasion	111	7.08194484831e-21	8.53846153846
sailors	Persuasion	8	0.0195287169828	8.0
lyme	Persuasion	67	4.99746541121e-13	8.375
russells	Persuasion	30	6.99101358522e-07	10.0
wentworths	Persuasion	27	4.20812128796e-06	9.0
lieutenant	Mansfield Park	13	0.0106338130915	4.33333333333
croft	Persuasion	45	2.095031476e-09	9.0
russell	Persuasion	118	5.51130632484e-22	8.42857142857
hayter	Persuasion	37	5.11283904893e-08	9.25
uppercross	Persuasion	77	6.61382614797e-15	8.55555555556
shepherd	Persuasion	27	4.20812128796e-06	9.0
winthrop	Persuasion	11	0.00317295744772	11.0
elliot	Persuasion	254	2.01815717633e-46	8.75862068966
ecclesford	Mansfield Park	11	0.0112291588842	5.5
rushworths	Mansfield Park	39	7.60038387698e-06	4.33333333333
wimpole	Mansfield Park	10	0.0192853460886	5.0
dockyard	Mansfield Park	10	0.0192853460886	5.0
crawford	Mansfield Park	493	1.19379692403e-59	4.52293577982
fraser	Mansfield Park	11	0.0112291588842	5.5
lacey	Mansfield Park	19	0.0012992999649	4.75
norriss	Mansfield Park	24	0.000272906968824	4.8
thrush	Mansfield Park	17	0.00359777994522	4.25
rebecca	Mansfield Park	16	0.00590769480793	4.0
edmunds	Mansfield Park	47	3.74860256567e-07	4.7
chain	Mansfield Park	11	0.0112291588842	5.5
rushworth	Mansfield Park	185	2.37129905819e-23	4.51219512195
betsey	Mansfield Park	30	9.54609446175e-05	4.28571428571
bertrams	Mansfield Park	66	4.29545655325e-09	4.4
northamptonshire	Mansfield Park	16	0.00590769480793	4.0
thornton	Mansfield Park	22	0.000756528834152	4.4
norris	Mansfield Park	185	2.37129905819e-23	4.51219512195
amelia	Mansfield Park	16	0.00590769480793	4.0
rehearsal	Mansfield Park	14	0.00636177961442	4.66666666667
grants	Mansfield Park	28	9.74908499633e-05	4.66666666667
agatha	Mansfield Park	16	0.00590769480793	4.0
edmund	Mansfield Park	365	1.83178293684e-44	4.50617283951
prices	Mansfield Park	16	0.00590769480793	4.0
anhalt	Mansfield Park	16	0.00590769480793	4.0
crawfords	Mansfield Park	127	1.43443675115e-16	4.53571428571
yates	Mansfield Park	58	3.12490992538e-08	4.46153846154
julia	Mansfield Park	121	1.02603337669e-15	4.48148148148
bertram	Mansfield Park	241	4.00332341346e-30	4.54716981132
everingham	Mansfield Park	17	0.00359777994522	4.25
sotherton	Mansfield Park	54	8.44940518944e-08	4.5
susan	Mansfield Park	65	2.58703082568e-09	4.64285714286
mansfield	Mansfield Park	183	6.3744017742e-23	4.46341463415
necklace	Mansfield Park	25	0.000438713992484	4.16666666667
